code,foodName,details.description,details.group,details.previous,details.references,details.footnote,factors.edibleProportion,factors.specificGravity,factors.totalSolids,factors.nitrogenConversionFactor,factors.glycerolConversionFactor,proximates.WATER,proximates.TOTNIT,proximates.PROT,proximates.FAT,proximates.CHO,proximates.KCALS,proximates.KJ,proximates.STAR,proximates.OLIGO,proximates.TOTSUG,proximates.GLUC,proximates.GALACT,proximates.FRUCT,proximates.SUCR,proximates.MALT,proximates.LACT,proximates.ALCO,proximates.ENGFIB,proximates.AOACFIB,proximates.SATFAC,proximates.SATFOD,proximates.TOTn6PFAC,proximates.TOTn6PFOD,proximates.TOTn3PFAC,proximates.TOTn3PFOD,proximates.MONOFACc,proximates.MONOFODc,proximates.MONOFAC,proximates.MONOFOD,proximates.POLYFACc,proximates.POLYFODc,proximates.POLYFAC,proximates.POLYFOD,proximates.SATFACx6,proximates.SATFODx6,proximates.TOTBRFAC,proximates.TOTBRFOD,proximates.FACTRANS,proximates.FODTRANS,proximates.CHOL,inorganics.NA,inorganics.K,inorganics.CA,inorganics.MG,inorganics.P,inorganics.FE,inorganics.CU,inorganics.ZN,inorganics.CL,inorganics.MN,inorganics.SE,inorganics.I,inorganics.RET,inorganics.CAREQU,inorganics.RETEQU,inorganics.VITD,inorganics.VITE,inorganics.VITK1,inorganics.THIA,inorganics.RIBO,inorganics.NIAC,inorganics.TRYP60,inorganics.NIACEQU,inorganics.VITB6,inorganics.VITB12,inorganics.FOLT,inorganics.PANTO,inorganics.BIOT,inorganics.VITC,vitamin_fractions.ALTRET,vitamin_fractions.13CISRET,vitamin_fractions.DEHYRET,vitamin_fractions.RETALD,vitamin_fractions.ACAR,vitamin_fractions.BCAR,vitamin_fractions.CRYPT,vitamin_fractions.LUT,vitamin_fractions.LYCO,vitamin_fractions.25OHD3,vitamin_fractions.VITD3,vitamin_fractions.5METHF,vitamin_fractions.ATOPH,vitamin_fractions.BTOPH,vitamin_fractions.DTOPH,vitamin_fractions.GTOPH,vitamin_fractions.ATOTR,vitamin_fractions.GTOTR,SFA.FOD4,SFA.FOD6,SFA.FOD8_0,SFA.FOD10_0,SFA.FOD11_0xb,SFA.FOD12_0,SFA.FOD12_0xb,SFA.FOD13_0,SFA.FOD13_0xb,SFA.FOD14_0,SFA.FOD14_0xb,SFA.FOD15_0,SFA.FOD15_0xb,SFA.FOD16_0,SFA.FOD16_0xb,SFA.FOD17_0,SFA.FOD17_0xb,SFA.FOD18_0,SFA.FOD18_0xb,SFA.FOD19_0,SFA.FOD20_0,SFA.FOD20_0xb,SFA.FOD22_0,SFA.FOD22_0xb,SFA.FOD24_0,SFA.FOD24_0xb,SFA.FOD25_0xb,MUFA.FOD10_1,MUFA.FOD10_1c,MUFA.FOD12_1,MUFA.FOD12_1c,MUFA.FOD14_1,MUFA.FOD14_1c,MUFA.FOD15_1,MUFA.FOD15_1c,MUFA.FOD16_1,MUFA.FOD16_1c,MUFA.FOD17_1,MUFA.FOD17_1c,MUFA.FOD18_1,MUFA.FOD18_1c,MUFA.FOD18_1n9,MUFA.FOD18_1n7,MUFA.FOD20_1,MUFA.FOD20_1c,MUFA.FOD22_1,MUFA.FOD22_1c,MUFA.FOD22_1n11,MUFA.FOD22_1n9,MUFA.FOD24_1,MUFA.FOD24_1c,MUFA.MONOFODtr,PUFA.FOD16_2,PUFA.FOD16_2c,PUFA.FOD16_3,PUFA.FOD16_4,PUFA.FOD16_4c,PUFA.FOD16 poly,PUFA.FOD18_2,PUFA.FOD18_2cn6,PUFA.FOD18_3,PUFA.FOD18_3cn3,PUFA.FOD18_3cn6,PUFA.FOD18_4,PUFA.FOD18_4cn3,PUFA.FOD18 poly,PUFA.FOD20_2,PUFA.FOD20_2cn6,PUFA.FOD20_3,PUFA.FOD20_3cn6,PUFA.FOD20_4,PUFA.FOD20_4cn6,PUFA.FOD20_5,PUFA.FOD20_5cn3,PUFA.FOD20 poly,PUFA.FOD21_5,PUFA.FOD21_5cn3,PUFA.FOD22_2,PUFA.FOD22_2cn6,PUFA.FOD22_3cn6,PUFA.FOD22_4,PUFA.FOD22_4cn6,PUFA.FOD22_5,PUFA.FOD22_5cn3,PUFA.FOD22_6,PUFA.FOD22_6cn3,PUFA.FOD22 poly,PUFA.POLYFODtr,phytosterols.TotalPHYTO,phytosterols.OtherCHOLandPHYTO,phytosterols.PHYTO,phytosterols.BSITPHYTO,phytosterols.BRASPHYTO,phytosterols.CAMPHYTO,phytosterols.D5AVEN,phytosterols.D7AVEN,phytosterols.D7STIG,phytosterols.STIGPHYTO,organic_acids.CITA
14-363,"Apples, cooking, raw, flesh only, weighed with skin and core",Bramley variety; calculated from 14-362,F,14-003 ,"LGC, Nutritional composition of fresh fruit, 1985-1986; and Fruit and Nuts Supplement, 1992",,0.73,,,6.25,,64,0.04,0.2,0.2,6.5,27,116,Tr,,6.4,1.5,,4.3,0.7,0,0,0,1.2,1.2,,0.04,,,,,,,,0.02,,,,0.09,,,,,,0,0,1,64,3,2,5,0.07,0.01,Tr,N,Tr,Tr,3,0,Tr,Tr,0.0,0.09,,0.01,0.07,0.1,N,N,0.04,0.0,Tr,N,0.9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-332,"Apples, cooking, stewed with sugar, flesh only",Calculated from stewed without sugar,FA,14-004 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,1,,,6.25,,77.5,0.03,0.2,0.3,20.8,81,346,Tr,,20.8,3.1,0,6.7,11,0,0,0,1,1.4,,0.06,,,,,,,,0.03,,,,0.13,,,,,,0,0,1,81,3,3,6,0.10,0.03,Tr,73,0.02,Tr,4,0,Tr,Tr,0.0,0.10,,0.02,0.03,0.2,0.1,0.3,0.05,0.0,Tr,0.11,0.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-320,"Apples, cooking, stewed without sugar, flesh only","22 samples, autumn and winter, UK grown pre-packed and loose, including Bramley and unspecified varieties",FA,,"DH, Nutrient analysis of fruit and vegetables, 2013",,1,,,6.25,,87.3,0.02,0.2,0.3,9.7,40,169,Tr,,9.7,2.1,Tr,5.9,1.7,0,0,0,1.3,1.7,,0.06,,,,,,,,0.03,,,,0.13,,,,,,0,0,1,87,3,3,7,0.10,0.03,Tr,73,0.02,Tr,4,0,Tr,Tr,0.0,0.11,,0.02,0.03,0.2,0.1,0.3,0.05,0.0,Tr,0.11,1.0,12,,,,,Tr,Tr,Tr,Tr,Tr,,,,0.11,Tr,Tr,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-016,"Apples, eating, dried","6 samples, 3 brands and calculation from 14-014",FA,,"LGC, Fruit and vegetables, 1989-1990",,1,,,,,21.6,0.32,2,0.5,60.1,238,1014,Tr,,60.1,8.6,,31.7,19.9,0,0,,9.7,,,0.1,,,,,,,,Tr,,,,0.3,,,,,,,0,16,540,16,16,43,0.50,0.11,0.5,1,0.50,Tr,Tr,0,91,15,0.0,1.45,,N,N,N,0.3,N,N,0.0,Tr,Tr,N,Tr,,,,,0,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-319,"Apples, eating, raw, flesh and skin","22 samples, autumn and winter, UK grown and imported, pre-packed and loose, including Gala, Braeburn, Golden Delicious, Pink Lady, Cox and Granny Smith",FA,14-012 ,"DH, Nutrient analysis of fruit and vegetables, 2013",,1,,,6.25,,86.2,0.1,0.6,0.5,11.6,51,215,Tr,,11.6,2.1,Tr,6.7,2.8,0,0,0,1.3,1.2,,0.12,,,,,,,,0.04,,,,0.2,,,,,,0,0,1,100,5,4,8,0.09,0.03,Tr,44,0.04,Tr,4,0,14,2,0.0,0.09,5.60,0.04,0.04,0.1,Tr,0.1,0.07,0.0,Tr,0.10,1.1,6,,,,,Tr,14,Tr,30,Tr,,,,0.09,Tr,Tr,Tr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-346,"Apples, eating, raw, flesh and skin, weighed with core",Calculated from 14-319 using edible portion of 0.87,FA,14-013 ,"DH, Nutrient analysis of fruit and vegetables, 2013. Vitamin K1 calculated from Bolton-Smith et al, Br.J. Nutr 83, 2000",,0.87,,,6.25,0.8,75,0.08,0.5,0.4,10,43,183,Tr,,10,1.8,,5.8,2.4,0,0,,1.1,1,,0.1,,,,,,,,0.03,,,,0.17,,,,,,0,0,1,87,5,4,7,0.08,0.03,Tr,38,0.03,Tr,4,0,12,2,0.0,0.08,4.87,0.03,0.03,0.1,Tr,0.1,0.06,0.0,Tr,0.09,1.0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-031,"Apricots, dried",No stones,FA,,"LGC, Nutritional composition of fruit products, 1985-1986",,1,,,,,14.7,0.77,4.8,0.7,43.4,188,802,0,,43.4,20.8,,10,12.6,0,0,,7.7,,,N,,,,,,,,N,,,,N,,,,,,,0,56,1880,92,65,120,4.10,0.40,0.7,35,0.40,7,N,0,645,105,0.0,N,,Tr,0.20,3.0,0.6,3.6,0.17,0.0,14,0.70,N,Tr,,,,,9,640,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-032,"Apricots, dried, stewed with sugar","Calculated from 450g fruit, 770g water, 54g sugar",FA,,"Fruit and Nuts Supplement, 1992",,1,,,,,61.8,0.3,1.9,0.3,22,92,393,0,,22,8.7,,4.4,8.9,0,0,,3,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,,0,21,740,36,25,47,1.60,0.16,0.3,13,0.20,3,N,0,255,43,0.0,N,,Tr,0.06,0.9,0.2,1.1,0.05,0.0,1,0.21,N,Tr,,,,,3,250,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-033,"Apricots, dried, stewed without sugar","Calculated from 450g fruit, 770g water",FA,,"Fruit and Nuts Supplement, 1992",,1,,,,,65,0.32,2,0.3,17.8,77,328,0,,17.8,8.8,,4.4,4.7,0,0,,3.2,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,,0,22,770,37,26,49,1.70,0.16,0.3,14,0.20,3,N,0,265,44,0.0,N,,Tr,0.06,0.9,0.3,1.2,0.06,0.0,1,0.22,N,Tr,,,,,3,260,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-025,"Apricots, raw, flesh and skin",18 samples,FA,50-860 ,"Reviewed 2013. LGC, Fruit and vegetables, 1989-1990",,1,,,6.25,,87.2,0.14,0.9,0.1,7.2,31,134,0,,7.2,1.6,,0.9,4.6,0,0,0,1.7,N,,Tr,,,,,,,,Tr,,,,Tr,,,,,,0,0,2,270,15,11,20,0.50,0.06,0.1,3,0.10,1,N,0,405,67,0.0,N,,0.04,0.05,0.5,0.1,0.6,0.08,0.0,5,0.24,N,6,,,,,2,405,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-026,"Apricots, raw, flesh and skin, weighed with stones",Calculated from 14-025,FA,50-861 ,"LGC, Fruit and vegetables, 1989-1990",,0.92,,,,,80.2,0.13,0.8,0.1,6.6,29,123,0,,6.6,1.5,,0.8,4.2,0,0,0,1.6,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,0,0,2,250,14,10,18,0.50,0.05,0.1,3,0.10,1,N,0,375,63,0.0,N,,0.04,0.05,0.5,0.1,0.6,0.07,0.0,5,0.22,N,5,,,,,2,375,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-392,"Apricots, ready-to-eat, semi-dried","10 samples, 8 products, including soft, ready-to-eat and partially rehydrated",FA,14-036,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8,39.6,0.35,2.2,0.5,39.4,161,686,0,,39.4,25.1,0,10.4,3.9,0,0,0,6.3,5.3,33.68,0.13,31.31,0.13,30.96,0.12,5.42,0.02,5.53,0.02,62.34,0.25,62.34,0.25,33.64,0.13,0.04,Tr,0.11,Tr,0,9,1039,71,34,67,1.35,0.30,0.3,10,0.24,Tr,18,0,550,92,0.0,3.68,,0.02,0.01,2.5,0.1,2.6,0.09,0.0,13,0.26,0.5,1,,,,,10,525,40,23,0,,,,3.57,0.24,Tr,0.16,,,0.00,0.00,0.00,0.00,,Tr,Tr,0.00,0.00,Tr,Tr,Tr,Tr,0.10,0.10,Tr,Tr,0.02,0.02,,Tr,Tr,Tr,Tr,Tr,Tr,Tr,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Tr,Tr,0.00,0.00,0.02,0.02,0.01,0.01,Tr,Tr,0.00,0.00,0.00,0.00,0.00,0.00,Tr,,,,,,,0.12,0.12,0.12,0.12,Tr,0.00,0.00,,Tr,Tr,0.00,0.00,0.00,0.00,0.00,0.00,,,,0.00,0.00,,Tr,Tr,0.00,0.00,0.00,0.00,,0.00,,,,,,,,,,,
14-027,"Apricots, stewed with sugar","1000g fruit, 100g water, 120g sugar; stones removed",FA,,"Fruit and Nuts Supplement, 1992",,1,,,,,76.9,0.11,0.7,0.1,18.3,72,308,0,,18.3,2.2,,2.1,14,0,0,,1.6,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,,0,1,190,12,7,7,0.80,0.05,0.1,2,Tr,1,N,0,105,17,0.0,N,,0.02,0.03,0.5,0.1,0.6,0.05,0.0,Tr,0.15,N,4,,,,,Tr,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-028,"Apricots, stewed with sugar, weighed with stones",Calculated from 14-027,FA,,"Fruit and Nuts Supplement, 1992",,0.93,,,,,71.7,0.1,0.6,0.1,17.1,67,288,0,,17.1,2.1,,2,13.1,0,0,,1.5,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,,0,1,180,11,7,7,0.70,0.05,0.1,2,Tr,1,N,0,98,16,0.0,N,,0.02,0.03,0.5,0.1,0.6,0.05,0.0,Tr,0.14,N,4,,,,,Tr,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-029,"Apricots, stewed without sugar","500g fruit, 75g water; stones removed",FA,,"Fruit and Nuts Supplement, 1992",,1,,,,,88.3,0.12,0.7,0.1,6.2,27,115,0,,6.2,1.6,,1,3.5,0,0,,1.5,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,,0,1,200,13,7,7,0.80,0.05,0.1,2,0.10,1,N,0,110,18,0.0,N,,0.03,0.03,0.3,0.1,0.4,0.05,0.0,1,0.15,N,4,,,,,Tr,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-030,"Apricots, stewed without sugar, weighed with stones",Calculated from 14-029,FA,,"Fruit and Nuts Supplement, 1992",,0.93,,,,,82.1,0.11,0.7,0.1,5.8,25,108,0,,5.8,1.5,,0.9,3.3,0,0,,1.4,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,,0,1,190,12,7,7,0.70,0.05,0.1,2,0.10,1,N,0,100,17,0.0,N,,0.03,0.03,0.3,0.1,0.4,0.05,0.0,1,0.14,N,4,,,,,Tr,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-152,"Arrowhead, boiled in unsalted water",Calculated from raw,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11, and Wu Leung et al. (1972) Food composition table for use in East Asia",,1,,,,,75.5,0.67,4.2,0.3,17.8,91,385,N,,N,N,0,N,N,0,0,,N,,,N,,,,,,,,N,,,,N,,,,,,,0,18,610,11,43,140,2.20,N,N,N,N,N,N,0,0,0,0.0,Tr,,0.13,0.03,1.2,N,N,N,0.0,N,N,N,1,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
13-151,"Arrowhead, raw",Literature sources,DG,,"Haytowitz and Matthews (1984) Composition of foods: vegetables and vegetable products, raw, processed and prepared, Agricultural Handbook No. 8-11, and Wu Leung et al. (1972) Food composition table for use in East Asia",,0.81,,,,,70.6,0.8,5,0.3,21.5,107,448,N,,N,N,0,N,N,0,0,,N,,,N,,,,,,,,N,,,,N,,,,,,,0,22,730,13,51,170,2.60,N,N,N,N,N,N,0,0,0,0.0,Tr,,0.16,0.04,1.4,N,N,N,0.0,N,N,N,5,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
11-001,Arrowroot,2 samples from different shops,AA,,"MW3, 1960. Reviewed 2014",,1,,,5.7,,12.2,0.07,0.4,0.1,94,355,1515,94,,Tr,Tr,,0,Tr,0,0,,0.1,,,,,,,,,,,,,,,,,,,,,,,5,18,7,8,27,2.00,0.22,Tr,7,N,N,N,,,0,0.0,Tr,,Tr,Tr,Tr,0.1,0.1,Tr,0.0,Tr,Tr,Tr,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-155,"Artichoke, globe, base of leaves and heart, boiled in unsalted water",Base of leaves and heart; boiled 35 minutes,DG,,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,1,,,,,84.4,0.47,2.9,0.2,2.7,18,78,Tr,,1.3,0.8,0,0.4,0.1,0,0,,N,,,0.1,,,,,,,,Tr,,,,0.1,,,,,,,0,15,330,44,27,40,0.50,0.09,0.5,84,0.30,Tr,N,0,90,15,0.0,0.19,,Tr,0.02,1.0,0.5,1.5,0.02,0.0,50,0.34,4.1,1,,,,,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
13-154,"Artichoke, globe, boiled, weighed as served",Calculated from boiled in unsalted water,DG,,"IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,0.43,,,,,36.3,0.2,1.2,0.1,1.2,8,34,Tr,,0.6,0.3,0,0.2,Tr,0,0,,N,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,,0,6,140,19,12,17,0.20,0.04,0.2,36,0.10,Tr,N,0,39,6,0.0,0.08,,Tr,0.01,0.4,0.2,0.6,0.01,0.0,21,0.15,1.8,Tr,,,,,0,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
13-153,"Artichoke, globe, raw",Literature sources,DG,,"Vegetables, Herbs and Spices Supplement, 1991",,0.43,,,,,85.2,0.45,2.8,0.2,2.7,18,77,Tr,,1.3,0.8,0,0.4,0.1,0,0,,N,,,0.1,,,,,,,,Tr,,,,0.1,,,,,,,0,27,360,41,22,38,0.70,0.09,0.5,N,0.30,Tr,N,0,90,15,0.0,0.19,,0.06,0.05,1.3,0.5,1.8,0.03,0.0,68,0.34,4.1,2,,,,,0,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
13-156,"Artichoke, Jerusalem, boiled in unsalted water, flesh only",Boiled 20 minutes,DG,,"MW4, 1978",,1,,,,,80.2,0.25,1.6,0.1,10.6,41,207,Tr,,1.6,0.1,0,0.2,1.3,0,0,,3.5,,,Tr,,,,,,,,Tr,,,,Tr,,,,,,,0,3,420,30,11,33,0.40,0.12,0.1,58,N,N,N,0,20,3,0.0,0.20,,0.10,Tr,0.9,0.4,1.3,N,0.0,N,N,N,2,,,,,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
13-803,Asafoetida,Resin from root of Ferula plant. Literature sources,H,,"Gopalan et al. (1980) Nutritive value of Indian foods, National Institute of Nutrition",,1,,,,,16,0.64,4,1.1,N,N,N,N,,N,N,0,N,N,0,0,,N,,,N,,,,,,,,N,,,,N,,,,,,,0,N,N,690,N,50,22.20,N,N,N,N,N,N,0,4,1,0.0,N,,Tr,0.04,0.3,N,N,N,0.0,N,N,N,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,
13-639,"Asparagus, grilled","Calculated from steamed. Water and fat analysed, 2017. 7 samples, fresh, imported, including tips and thicker stems. Tough base of stems removed, grilled for 4-6 minutes",DG,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8,90.9,0.56,3.5,0.4,2,25,106,Tr,,2,0.5,0,1.1,0.4,0,0,0,1.7,1.6,,0.06,,,,,,,,0.12,,,,0.18,,,,,,0,0,3,339,27,15,78,0.60,0.14,0.6,85,0.16,11,Tr,0,232,39,0.0,1.74,,0.11,0.17,1.8,0.6,2.4,0.18,0.0,122,0.38,0.3,10,,,,,229,114,7,1736,0,,,,1.66,0.12,0.20,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-157,"Asparagus, raw",Tough base of stems removed,DG,50-737 ,"Reviewed 2013. IFR, The nutritional composition of retail vegetables in the UK, 1984-1987",,0.75,,,6.25,,91.4,0.47,2.9,0.6,2,25,103,0.1,,1.9,0.7,0,1.1,0.1,0,0,0,1.7,N,,0.1,,,,,,,,0.1,,,,0.2,,,,,,0,0,1,260,27,13,72,0.70,0.08,0.7,60,0.20,1,Tr,0,315,53,0.0,1.16,,0.16,0.06,1.0,0.5,1.5,0.09,0.0,175,0.17,0.4,12,,,,,10,310,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,
13-640,"Asparagus, roasted in rapeseed oil","Calculated from steamed. Water and fat analysed, 2017. 7 samples, fresh, imported, including tips and thicker stems, tough base of stems removed. Roasted in 0.5-1 tbsp oil for 10 minutes",DG,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.956,89.8,0.56,3.5,1.5,2,35,147,Tr,,2,0.5,0,1.1,0.4,0,0,0,1.7,1.6,,0.12,,,,,,,,0.75,,,,0.47,,,,,,Tr,0,4,342,28,15,79,0.60,0.14,0.6,86,0.16,11,Tr,0,234,39,0.0,1.69,,0.11,0.17,1.8,0.7,2.5,0.18,0.0,123,0.39,0.3,10,,,,,231,115,7,1752,Tr,,,,1.59,0.10,0.18,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-638,"Asparagus, steamed","11 samples, fresh, UK and imported, including tips and thicker stems. Tough base of stems removed, steamed for 3-18 minutes",DG,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8,92.4,0.46,2.9,0.4,1.6,21,90,Tr,,1.6,0.4,0,0.9,0.3,0,0,0,1.4,1.3,,0.05,,,,,,,,0.1,,,,0.15,,,,,,0,0,3,283,23,12,66,0.50,0.12,0.5,71,0.13,9,Tr,0,194,32,0.0,1.45,,0.09,0.14,1.5,0.5,2.0,0.15,0.0,102,0.32,0.3,8,,,,,191,95,6,1450,0,,,,1.39,0.10,0.17,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-651,"Aubergine, flesh and skin, boiled in unsalted water","11 samples, UK and imported. Cut into chunks and boiled for 10-30 minutes",DG,,"PHE, Nutrient analysis of fresh and processed fruit and vegetables with respect to fibre, 2017",,1,,,6.25,0.8,95.2,0.12,0.7,0.5,1.8,14,59,0.2,,1.6,0.7,0,0.6,0.3,0,0,0,2,1.8,,0.13,,,,,,,,Tr,,,,0.25,,,,,,0,0,1,136,8,9,20,0.17,0.03,0.1,9,0.15,Tr,1,0,33,6,0.0,0.02,,0.01,0.01,0.1,0.2,0.3,0.03,0.0,7,0.04,0.4,1,,,,,Tr,33,0,117,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
